churn,complaints_90d,outages_90d,tenure_months,contract_type,plan_type,autopay,monthly_charge
False,0,0,5,month-to-month,basic,no,48.02
False,0,0,67,two-year,plus,yes,44.71
False,0,2,52,month-to-month,premium,yes,66.11
True,0,1,33,one-year,plus,yes,54.23
False,0,0,35,one-year,basic,no,71.58
False,1,4,38,month-to-month,premium,yes,33.72
False,0,0,12,month-to-month,premium,no,47.05
False,0,0,49,month-to-month,premium,yes,25.0
False,0,1,35,one-year,plus,no,100.65
False,0,0,45,month-to-month,plus,no,25.0
True,1,3,8,month-to-month,basic,yes,79.62
False,1,1,29,month-to-month,basic,yes,75.29
False,0,0,16,month-to-month,plus,yes,82.02
False,1,2,13,month-to-month,basic,yes,64.26
False,0,1,13,one-year,premium,no,47.96
False,0,0,54,one-year,premium,yes,49.66
False,1,2,28,two-year,plus,yes,68.22
False,0,3,4,two-year,plus,no,28.97
True,0,0,9,one-year,premium,yes,43.88
False,0,0,71,one-year,premium,yes,59.07
False,2,0,69,month-to-month,plus,yes,52.49
False,0,1,11,month-to-month,plus,no,69.33
False,0,1,24,month-to-month,basic,yes,87.36
False,0,1,72,month-to-month,basic,yes,56.15
True,0,2,29,one-year,basic,yes,42.0
False,1,0,36,month-to-month,plus,no,61.11
False,1,1,11,one-year,plus,yes,63.11
False,1,0,51,one-year,plus,yes,60.82
False,1,0,19,two-year,premium,yes,55.68
False,1,2,33,month-to-month,basic,yes,40.51
False,0,2,49,two-year,premium,yes,57.07
False,1,1,24,month-to-month,basic,yes,59.53
False,0,1,60,month-to-month,basic,no,89.0
False,1,0,64,two-year,plus,no,77.94
False,3,1,50,month-to-month,plus,yes,60.5
False,2,3,72,month-to-month,premium,no,50.76
True,1,2,12,month-to-month,plus,yes,71.93
False,0,2,13,month-to-month,basic,yes,58.32
False,0,2,17,month-to-month,premium,no,63.3
False,0,1,25,one-year,basic,yes,34.0
False,1,0,63,two-year,basic,no,93.27
False,0,1,70,two-year,premium,yes,51.17
False,1,0,28,month-to-month,basic,yes,79.97
False,0,0,34,month-to-month,basic,yes,78.84
False,2,1,5,month-to-month,basic,no,44.7
False,0,2,25,month-to-month,basic,yes,25.46
True,0,0,29,month-to-month,plus,no,99.17
False,1,0,39,month-to-month,basic,yes,37.86
False,0,1,43,month-to-month,premium,no,64.57
False,1,1,14,month-to-month,premium,yes,48.88
False,0,2,21,month-to-month,plus,no,75.06
False,0,4,52,two-year,basic,yes,45.3
False,0,0,19,one-year,premium,no,54.08
False,0,0,5,one-year,premium,yes,47.79
False,0,0,30,month-to-month,plus,no,53.42
False,0,0,39,one-year,plus,no,33.85
True,1,0,72,two-year,premium,yes,77.19
False,0,3,16,month-to-month,basic,yes,46.06
False,1,2,32,one-year,basic,yes,61.76
False,0,1,72,month-to-month,basic,yes,49.84
False,0,0,32,one-year,basic,yes,68.74
False,1,2,21,month-to-month,premium,yes,53.72
False,0,2,16,one-year,basic,no,63.59
False,0,0,59,month-to-month,plus,yes,58.94
False,0,0,21,two-year,premium,yes,55.78
False,0,3,22,one-year,premium,no,64.07
False,0,0,54,one-year,basic,yes,72.2
False,0,2,32,one-year,basic,yes,66.99
False,2,0,27,two-year,basic,yes,57.27
False,0,1,17,month-to-month,premium,no,30.07
False,0,1,16,one-year,basic,no,58.71
False,2,3,3,one-year,plus,yes,74.96
False,0,1,46,two-year,basic,yes,57.41
False,0,1,21,one-year,basic,yes,29.16
False,1,2,25,two-year,premium,no,92.38
False,0,3,31,month-to-month,premium,yes,49.0
False,0,1,53,two-year,basic,yes,64.12
False,0,0,11,one-year,plus,yes,66.56
False,0,1,13,month-to-month,premium,no,85.97
False,2,0,42,one-year,plus,yes,40.12
False,0,3,24,two-year,plus,no,25.0
False,2,2,20,month-to-month,basic,no,59.43
False,1,3,30,month-to-month,premium,no,52.79
False,0,0,32,two-year,basic,yes,73.88
False,0,2,64,month-to-month,basic,no,60.43
False,0,0,43,one-year,plus,no,72.95
False,1,2,72,one-year,plus,yes,49.91
False,0,1,72,month-to-month,basic,no,47.23
False,1,1,47,month-to-month,basic,no,87.53
False,1,1,30,two-year,plus,yes,76.72
False,0,0,39,one-year,plus,yes,67.22
False,1,1,18,month-to-month,basic,yes,64.41
False,1,3,30,one-year,premium,no,90.12
False,2,2,11,two-year,premium,yes,91.22
False,1,1,72,two-year,plus,yes,73.96
False,1,0,32,month-to-month,plus,no,31.3
False,1,0,4,month-to-month,basic,no,25.0
False,0,2,5,month-to-month,basic,no,75.89
True,2,2,12,month-to-month,premium,yes,75.29
False,2,0,59,one-year,plus,no,61.71
False,0,0,16,month-to-month,plus,yes,100.57
False,3,0,19,month-to-month,premium,no,87.67
True,1,2,7,month-to-month,basic,yes,42.33
False,1,2,25,month-to-month,basic,yes,92.5
False,0,2,72,two-year,plus,no,70.4
False,0,0,43,one-year,premium,yes,58.27
False,3,3,27,month-to-month,plus,no,81.69
False,0,4,35,month-to-month,basic,yes,45.48
False,0,2,49,month-to-month,plus,yes,42.94
False,0,2,41,month-to-month,plus,yes,63.2
False,0,1,34,month-to-month,premium,yes,72.46
False,1,1,20,one-year,basic,yes,53.18
False,0,4,46,month-to-month,basic,yes,45.18
False,3,3,36,month-to-month,premium,yes,89.15
False,1,2,41,month-to-month,basic,no,49.5
False,1,2,32,month-to-month,premium,yes,74.82
False,0,1,48,two-year,plus,yes,68.79
False,0,0,28,two-year,plus,yes,33.4
True,1,0,72,month-to-month,basic,yes,88.43
False,0,1,35,two-year,plus,yes,67.97
False,0,6,7,month-to-month,basic,no,56.32
False,1,1,30,two-year,basic,yes,51.05
False,2,2,12,two-year,premium,no,33.96
False,1,0,15,one-year,premium,no,41.62
False,1,2,25,month-to-month,plus,yes,74.46
False,1,1,37,two-year,basic,yes,78.18
False,2,2,31,one-year,plus,yes,43.43
False,1,2,31,one-year,plus,yes,64.32
False,0,1,20,month-to-month,basic,yes,35.31
False,0,1,72,one-year,plus,yes,37.17
False,0,0,46,one-year,plus,no,81.17
False,0,1,5,month-to-month,premium,yes,77.85
False,1,2,7,two-year,plus,no,63.39
False,1,2,23,two-year,basic,no,33.11
False,2,1,55,month-to-month,plus,yes,60.19
False,1,2,38,one-year,premium,yes,57.8
False,0,1,65,one-year,premium,yes,93.74
False,0,2,72,one-year,plus,yes,62.56
False,1,2,36,month-to-month,basic,no,52.04
False,0,1,11,month-to-month,basic,no,40.34
False,3,2,19,month-to-month,plus,yes,33.73
False,1,2,6,month-to-month,premium,no,67.92
False,0,0,23,two-year,premium,no,84.38
False,0,3,12,two-year,basic,yes,30.99
False,0,4,29,one-year,basic,yes,74.59
False,0,2,34,month-to-month,plus,yes,44.3
False,2,0,10,month-to-month,basic,no,65.51
False,0,1,12,one-year,basic,yes,111.71
False,1,2,22,month-to-month,plus,yes,81.35
False,0,2,29,two-year,plus,yes,75.65
False,1,1,49,month-to-month,premium,yes,52.41
False,2,4,11,month-to-month,plus,yes,46.84
False,1,1,29,month-to-month,basic,no,33.14
True,3,3,3,month-to-month,basic,no,53.23
False,1,5,43,one-year,premium,yes,72.56
False,1,1,20,month-to-month,plus,yes,64.33
False,0,2,22,one-year,basic,no,44.46
False,0,0,29,one-year,basic,no,85.14
False,1,1,29,one-year,basic,yes,47.82
True,0,0,12,month-to-month,premium,no,69.81
False,1,3,72,two-year,basic,no,51.68
False,1,0,65,month-to-month,premium,yes,60.35
False,0,0,5,one-year,basic,no,55.05
False,1,1,22,month-to-month,premium,yes,61.03
False,0,0,23,one-year,premium,yes,47.11
False,1,2,14,two-year,basic,yes,65.29
False,0,3,31,month-to-month,plus,no,68.9
False,1,3,43,one-year,premium,yes,54.64
False,0,1,15,two-year,basic,yes,64.16
False,1,1,22,one-year,basic,yes,61.97
False,1,1,68,one-year,basic,yes,69.25
False,1,1,27,month-to-month,basic,yes,33.29
False,1,1,18,month-to-month,plus,yes,49.66
False,2,1,29,month-to-month,premium,yes,60.55
False,1,2,25,two-year,basic,no,72.39
False,0,2,15,two-year,plus,no,59.42
False,1,1,11,month-to-month,basic,yes,57.87
False,1,1,20,month-to-month,plus,yes,66.06
False,0,2,22,one-year,premium,yes,100.27
False,1,7,23,month-to-month,basic,yes,50.71
False,0,3,19,two-year,premium,yes,42.96
False,0,4,41,one-year,basic,yes,68.17
False,3,2,16,one-year,plus,no,94.65
False,3,1,9,month-to-month,premium,yes,53.17
False,1,0,3,month-to-month,plus,no,61.81
False,0,0,44,two-year,plus,no,72.13
False,0,3,7,one-year,premium,yes,62.11
False,1,1,14,two-year,premium,no,61.09
False,1,1,31,two-year,premium,yes,104.21
False,0,0,17,two-year,premium,yes,81.16
False,0,2,24,two-year,basic,yes,111.59
False,1,1,16,one-year,premium,no,63.45
False,0,2,40,month-to-month,plus,no,66.93
False,1,0,23,month-to-month,plus,yes,69.11
False,0,0,67,month-to-month,basic,yes,55.41
False,0,1,28,month-to-month,basic,yes,60.97
False,0,4,72,two-year,basic,yes,75.36
False,3,1,72,month-to-month,premium,no,58.4
True,0,4,56,month-to-month,basic,no,47.48
False,1,0,12,month-to-month,plus,no,82.6
False,1,2,72,one-year,plus,yes,57.74
False,1,1,9,month-to-month,basic,no,82.49
False,0,1,6,one-year,plus,yes,63.21
False,1,3,12,two-year,basic,yes,60.84
False,0,0,16,month-to-month,plus,no,58.24
False,0,1,31,two-year,premium,no,63.21
False,1,2,4,two-year,basic,yes,50.19
False,1,1,9,month-to-month,premium,yes,72.62
False,1,0,21,month-to-month,basic,no,28.8
False,0,1,37,one-year,basic,no,28.19
False,1,2,38,month-to-month,plus,no,74.63
False,0,3,25,month-to-month,basic,yes,72.67
False,1,1,13,month-to-month,basic,no,43.85
False,0,1,2,two-year,plus,no,35.31
True,0,3,70,month-to-month,basic,no,73.57
False,0,1,30,one-year,plus,yes,58.22
True,0,2,18,one-year,basic,no,46.53
False,0,0,63,two-year,plus,no,49.16
True,2,3,56,month-to-month,plus,yes,53.29
False,1,1,32,month-to-month,basic,yes,40.64
False,0,3,45,month-to-month,premium,yes,46.46
True,0,1,16,month-to-month,plus,no,58.98
False,0,3,72,month-to-month,premium,yes,51.74
False,1,1,6,two-year,premium,no,62.01
False,2,2,41,two-year,plus,yes,43.08
False,0,0,15,month-to-month,premium,yes,41.88
False,0,2,12,two-year,premium,yes,28.46
False,0,0,29,month-to-month,basic,yes,83.57
False,1,1,38,one-year,premium,yes,73.0
False,0,0,59,month-to-month,plus,yes,61.12
False,0,1,31,month-to-month,basic,yes,29.88
False,0,3,26,two-year,plus,yes,67.34
False,1,2,23,one-year,premium,yes,26.93
False,1,1,1,month-to-month,premium,no,72.23
False,1,3,3,month-to-month,premium,yes,58.34
False,3,2,18,one-year,basic,yes,65.55
False,0,3,39,month-to-month,plus,yes,36.21
False,0,1,8,month-to-month,plus,yes,71.45
False,0,0,41,month-to-month,plus,yes,47.43
False,0,0,57,two-year,plus,yes,78.47
False,1,3,26,one-year,basic,no,67.54
False,0,3,16,one-year,plus,yes,76.45
False,0,3,16,month-to-month,basic,yes,78.51
False,0,1,24,month-to-month,basic,yes,85.13
False,0,0,27,month-to-month,plus,yes,85.14
False,1,1,9,month-to-month,plus,yes,44.7
False,0,2,37,two-year,plus,yes,42.44
False,1,2,12,month-to-month,basic,yes,54.21
False,1,3,25,month-to-month,basic,no,83.36
False,0,2,13,two-year,plus,yes,73.54
False,0,1,23,month-to-month,plus,yes,68.36
False,0,1,37,one-year,premium,yes,62.02
False,0,0,15,month-to-month,basic,yes,87.28
False,0,3,38,month-to-month,basic,no,71.14
False,0,1,7,one-year,basic,no,54.46
False,0,2,12,month-to-month,plus,no,55.21
False,1,1,15,month-to-month,plus,yes,68.57
False,0,1,23,one-year,plus,yes,25.0
False,1,2,18,month-to-month,basic,yes,76.57
False,0,3,38,two-year,basic,yes,39.37
False,0,0,39,month-to-month,basic,yes,82.03
False,0,2,9,month-to-month,basic,yes,87.19
False,1,2,12,month-to-month,basic,yes,75.12
False,1,4,33,month-to-month,plus,yes,65.42
False,1,1,72,one-year,basic,no,49.0
False,0,0,52,month-to-month,basic,yes,51.39
False,0,2,29,month-to-month,basic,yes,67.25
False,0,2,15,month-to-month,basic,yes,54.67
False,1,2,39,one-year,plus,yes,68.98
False,1,2,37,month-to-month,plus,yes,48.85
False,0,1,60,month-to-month,basic,yes,66.61
False,1,3,16,two-year,basic,yes,52.36
False,0,0,12,one-year,basic,yes,72.48
False,0,3,46,one-year,basic,no,78.35
False,1,3,26,one-year,basic,no,57.28
False,2,1,24,two-year,basic,yes,85.51
False,1,0,45,month-to-month,plus,yes,72.23
False,1,1,26,month-to-month,basic,yes,62.6
False,0,3,60,one-year,plus,yes,70.95
False,0,2,4,one-year,premium,yes,84.95
False,0,1,13,month-to-month,basic,yes,59.79
False,0,0,24,two-year,plus,yes,42.0
False,1,0,48,two-year,basic,no,55.05
False,0,3,72,month-to-month,plus,yes,65.33
False,0,1,25,one-year,premium,yes,60.26
False,0,2,24,one-year,plus,yes,82.05
False,1,1,34,one-year,plus,yes,74.99
False,3,0,12,month-to-month,basic,yes,76.37
False,0,0,7,one-year,basic,yes,54.65
False,1,4,53,month-to-month,basic,no,81.94
False,0,2,71,month-to-month,plus,no,57.78
False,2,0,13,month-to-month,premium,yes,65.3
False,1,2,17,month-to-month,basic,yes,56.49
False,1,1,1,month-to-month,basic,yes,80.31
False,0,1,6,month-to-month,basic,yes,55.71
False,0,2,72,two-year,basic,yes,48.45
False,0,1,3,month-to-month,plus,yes,94.83
False,1,1,39,two-year,plus,yes,75.99
False,2,0,9,month-to-month,basic,yes,67.88
False,1,1,22,one-year,basic,yes,76.76
False,0,0,28,two-year,basic,yes,76.46
False,1,2,29,month-to-month,premium,no,95.17
False,1,0,69,month-to-month,plus,yes,71.74
False,1,0,15,month-to-month,plus,yes,72.19
False,1,3,48,month-to-month,basic,yes,79.34
False,0,2,57,month-to-month,plus,no,81.32
False,0,2,35,two-year,premium,no,52.2
False,1,1,9,one-year,plus,yes,71.07
False,1,3,9,one-year,plus,yes,72.06
False,0,1,15,month-to-month,basic,no,80.33
False,2,1,70,one-year,basic,yes,39.53
False,1,3,5,one-year,plus,yes,47.47
False,2,3,32,month-to-month,plus,yes,56.67
False,0,1,27,month-to-month,basic,yes,52.74
False,1,3,11,month-to-month,plus,yes,78.66
False,3,1,14,two-year,basic,yes,59.24
False,1,1,50,two-year,plus,no,25.0
False,1,0,19,one-year,plus,yes,44.2
False,0,1,17,month-to-month,basic,no,75.82
False,1,1,19,month-to-month,basic,yes,66.04
False,1,2,37,month-to-month,plus,yes,75.11
False,0,0,19,month-to-month,plus,no,49.7
False,1,3,34,one-year,basic,yes,67.29
False,4,1,39,two-year,plus,yes,26.68
False,1,1,31,month-to-month,plus,yes,61.51
False,0,1,29,two-year,premium,yes,117.5
False,0,0,16,two-year,basic,no,52.85
False,1,3,49,month-to-month,basic,yes,43.74
False,1,1,14,month-to-month,basic,no,60.05
False,0,2,41,one-year,premium,no,64.19
False,2,2,57,one-year,plus,yes,50.73
False,1,3,3,two-year,plus,yes,52.78
False,0,2,42,one-year,plus,no,86.97
False,0,1,20,one-year,basic,no,58.5
True,2,1,4,month-to-month,plus,yes,76.36
False,0,2,10,month-to-month,plus,yes,68.37
False,2,4,65,month-to-month,premium,no,25.0
False,1,2,16,month-to-month,plus,yes,63.1
False,0,2,28,month-to-month,plus,yes,53.6
False,0,0,7,month-to-month,premium,yes,72.39
False,0,2,8,month-to-month,basic,yes,35.27
False,0,0,41,month-to-month,premium,yes,48.01
False,0,0,30,month-to-month,basic,yes,57.29
False,1,1,50,month-to-month,basic,yes,86.99
False,1,0,7,month-to-month,basic,no,69.73
False,0,2,28,one-year,basic,no,61.72
False,0,3,64,month-to-month,basic,no,76.52
False,0,0,18,one-year,basic,no,54.55
False,1,1,10,month-to-month,plus,yes,54.5
False,0,0,42,month-to-month,basic,no,43.54
False,0,0,40,month-to-month,plus,no,45.72
False,0,2,9,one-year,plus,no,65.72
False,0,1,72,one-year,basic,yes,59.37
False,0,2,11,one-year,basic,no,70.22
False,0,0,39,two-year,premium,yes,34.64
False,1,0,25,month-to-month,basic,yes,53.25
False,0,1,41,two-year,plus,yes,62.53
False,1,1,26,month-to-month,plus,no,42.06
False,0,2,61,one-year,premium,yes,55.32
False,1,4,22,month-to-month,basic,yes,29.09
False,3,2,15,month-to-month,plus,yes,80.3
False,0,0,23,two-year,premium,no,53.4
True,1,3,67,month-to-month,basic,no,73.21
False,2,2,67,one-year,premium,no,74.09
False,0,1,40,month-to-month,basic,no,62.72
False,1,0,59,one-year,plus,no,77.8
False,0,0,33,two-year,plus,no,57.38
False,0,1,48,month-to-month,premium,yes,53.63
False,0,1,9,month-to-month,plus,yes,44.58
False,0,1,28,month-to-month,plus,yes,60.21
False,0,2,58,month-to-month,basic,no,83.67
False,0,2,47,month-to-month,basic,yes,62.11
False,0,0,35,month-to-month,premium,no,35.58
False,0,1,30,one-year,plus,yes,40.31
False,1,2,9,one-year,basic,no,47.67
False,2,2,53,one-year,basic,yes,41.61
False,1,1,37,two-year,basic,yes,69.48
False,0,1,17,one-year,basic,yes,47.24
False,2,1,23,month-to-month,plus,no,72.19
False,0,4,72,month-to-month,premium,yes,55.69
False,1,2,10,month-to-month,plus,yes,80.86
True,0,0,71,one-year,plus,yes,97.22
False,0,3,34,two-year,plus,yes,70.85
False,0,0,6,two-year,basic,yes,75.4
False,1,0,22,one-year,plus,no,71.63
False,0,0,72,month-to-month,basic,yes,65.12
False,0,1,49,two-year,premium,no,59.35
False,0,2,7,two-year,premium,no,58.62
False,1,0,15,two-year,basic,yes,87.77
False,0,1,24,two-year,basic,no,98.83
False,1,3,71,month-to-month,plus,yes,94.08
False,4,1,15,one-year,basic,no,60.65
False,0,0,55,month-to-month,plus,no,25.68
False,1,1,72,one-year,basic,yes,70.66
False,1,2,26,month-to-month,basic,no,72.61
False,2,1,29,month-to-month,plus,yes,53.5
False,0,0,7,month-to-month,basic,yes,48.52
False,1,2,17,two-year,plus,no,65.75
False,0,2,4,one-year,plus,yes,55.46
False,1,0,35,month-to-month,plus,yes,65.53
False,0,1,58,two-year,basic,yes,57.82
False,0,0,20,one-year,plus,yes,103.4
False,0,0,51,one-year,basic,yes,77.17
False,0,1,32,month-to-month,plus,no,46.57
False,0,1,27,two-year,basic,no,75.18
False,1,0,55,two-year,premium,no,82.35
False,2,1,72,month-to-month,premium,yes,63.65
False,1,1,41,one-year,basic,yes,27.03
False,0,0,25,month-to-month,premium,yes,66.25
False,1,2,49,month-to-month,premium,yes,61.71
False,1,3,18,month-to-month,basic,no,54.95
False,1,4,21,one-year,basic,yes,30.3
False,0,0,54,month-to-month,premium,yes,55.09
False,1,0,31,month-to-month,plus,yes,77.23
False,2,0,36,month-to-month,basic,yes,104.62
False,0,4,20,two-year,basic,yes,65.11
False,1,3,14,one-year,basic,no,99.21
True,0,0,37,one-year,premium,no,77.19
False,1,1,24,month-to-month,plus,no,65.64
False,0,1,56,one-year,plus,yes,69.32
False,1,1,44,month-to-month,plus,yes,82.5
False,0,2,54,month-to-month,basic,yes,63.9
False,1,1,72,two-year,premium,no,65.36
False,0,1,23,month-to-month,basic,yes,88.38
False,1,1,15,month-to-month,plus,yes,51.21
False,1,0,17,one-year,plus,yes,92.1
False,0,4,12,one-year,basic,no,42.53
False,1,0,16,two-year,premium,yes,102.73
False,1,2,19,two-year,plus,yes,64.96
False,0,3,10,one-year,basic,yes,71.2
False,1,2,72,month-to-month,plus,yes,79.95
False,0,2,15,month-to-month,basic,yes,65.29
False,0,2,16,one-year,premium,no,53.36
False,0,0,19,month-to-month,basic,yes,69.05
False,0,2,72,one-year,plus,no,56.25
False,0,1,58,month-to-month,basic,yes,51.19
False,0,0,10,month-to-month,basic,no,65.52
False,1,1,20,two-year,basic,yes,63.26
False,2,0,8,month-to-month,plus,no,89.39
False,0,0,15,one-year,plus,yes,107.28
False,0,0,28,month-to-month,plus,yes,86.37
False,0,1,19,month-to-month,plus,yes,39.26
False,0,2,50,month-to-month,basic,yes,55.94
False,0,0,66,two-year,basic,yes,51.75
False,1,3,69,month-to-month,basic,no,49.33
False,0,1,39,month-to-month,premium,yes,75.12
False,0,2,66,month-to-month,basic,no,63.5
False,2,2,49,two-year,basic,yes,64.64
False,0,3,32,month-to-month,basic,no,25.0
False,1,0,58,one-year,plus,no,71.61
False,0,2,31,two-year,plus,yes,79.71
False,0,1,42,two-year,basic,no,64.63
False,0,2,72,one-year,basic,yes,52.42
False,1,1,8,month-to-month,basic,no,58.04
True,0,0,47,one-year,basic,yes,45.5
False,1,1,18,month-to-month,basic,no,29.67
False,0,1,22,two-year,plus,no,41.89
False,0,1,35,one-year,basic,yes,47.37
False,0,1,17,month-to-month,basic,yes,77.37
False,2,1,28,month-to-month,premium,yes,49.57
False,0,1,14,one-year,premium,no,58.45
False,0,1,16,one-year,basic,yes,47.47
False,1,4,36,month-to-month,plus,yes,27.45
False,0,1,29,month-to-month,plus,no,58.01
False,1,2,17,one-year,plus,no,64.92
False,0,0,14,two-year,premium,no,54.47
False,1,1,42,month-to-month,premium,yes,65.8
False,0,1,8,two-year,basic,yes,39.7
False,0,1,1,two-year,basic,yes,89.94
False,3,2,26,two-year,premium,no,79.21
False,0,0,15,one-year,basic,yes,41.17
False,0,1,21,month-to-month,plus,yes,70.47
False,0,2,15,month-to-month,basic,yes,58.2
False,0,3,12,month-to-month,basic,yes,52.92
False,1,3,61,one-year,basic,yes,94.76
False,0,1,35,month-to-month,basic,yes,65.62
False,1,3,32,month-to-month,plus,no,59.95
False,0,3,35,one-year,premium,no,69.1
False,0,1,23,one-year,premium,no,84.17
False,1,2,3,month-to-month,basic,no,50.37
False,0,2,27,one-year,plus,no,44.53
False,1,2,33,month-to-month,basic,yes,76.28
True,0,9,40,two-year,basic,no,61.38
False,1,3,24,month-to-month,basic,no,56.73
False,0,0,10,one-year,plus,no,56.69
False,1,3,28,month-to-month,premium,yes,80.05
False,0,0,19,one-year,basic,yes,78.56
False,0,0,12,month-to-month,basic,yes,66.89
False,0,0,10,month-to-month,basic,yes,59.72
False,0,3,57,one-year,basic,yes,43.95
False,3,2,24,month-to-month,basic,yes,60.13
False,0,5,52,two-year,premium,no,51.91
False,1,2,13,two-year,premium,no,65.86
False,0,0,72,two-year,plus,no,68.62
False,0,3,28,month-to-month,premium,yes,25.0
False,0,1,28,month-to-month,basic,no,67.58
False,2,1,19,one-year,basic,yes,67.95
False,1,1,24,one-year,basic,no,45.79
False,2,1,14,month-to-month,basic,yes,69.15
False,1,2,9,month-to-month,plus,yes,76.45
False,1,3,12,one-year,basic,yes,84.04
False,0,1,18,month-to-month,premium,no,60.19
False,1,2,12,month-to-month,basic,yes,69.58
False,2,1,17,month-to-month,basic,yes,54.26
False,1,0,70,one-year,plus,yes,82.18
False,1,0,23,one-year,premium,no,32.51
False,0,4,72,month-to-month,plus,yes,62.46
False,1,2,40,one-year,basic,no,49.98
False,0,0,14,month-to-month,basic,yes,61.47
False,0,0,26,month-to-month,premium,yes,77.0
False,0,2,18,month-to-month,plus,yes,41.3
False,0,1,10,one-year,basic,no,59.54
False,2,0,24,month-to-month,basic,no,51.06
False,2,1,72,one-year,premium,yes,42.42
False,1,0,11,one-year,basic,yes,53.12
False,1,0,43,month-to-month,basic,yes,74.25
False,0,1,42,two-year,basic,no,69.63
False,1,1,26,one-year,premium,yes,61.86
False,1,2,8,month-to-month,basic,yes,96.23
False,0,2,36,month-to-month,premium,yes,66.68
False,0,1,16,month-to-month,premium,yes,89.96
False,0,1,71,month-to-month,basic,no,65.91
False,3,1,24,month-to-month,basic,yes,51.66
False,2,3,53,month-to-month,basic,no,74.12
False,0,1,72,one-year,premium,no,56.57
False,0,0,71,two-year,plus,yes,68.08
False,0,2,6,one-year,plus,yes,77.25
False,0,1,40,two-year,plus,no,59.34
False,1,1,17,one-year,basic,yes,84.13
False,1,2,30,two-year,basic,yes,62.44
False,0,3,11,one-year,basic,no,25.0
False,2,1,31,month-to-month,basic,yes,56.82
False,0,0,42,month-to-month,plus,yes,42.59
False,0,0,53,month-to-month,plus,no,71.35
False,0,2,31,month-to-month,basic,no,45.89
False,0,2,15,month-to-month,basic,yes,36.21
False,1,2,41,month-to-month,basic,yes,53.15
False,1,2,72,one-year,premium,yes,55.55
False,1,2,30,month-to-month,basic,no,58.43
False,0,4,22,one-year,premium,yes,60.24
False,0,0,19,month-to-month,plus,no,53.68
False,1,2,23,one-year,basic,yes,86.75
False,0,2,7,month-to-month,plus,yes,35.74
False,1,1,40,month-to-month,premium,yes,70.29
False,1,4,5,month-to-month,basic,yes,50.19
False,0,1,33,two-year,basic,yes,25.0
False,0,0,25,one-year,basic,yes,87.18
False,0,2,32,month-to-month,plus,yes,52.65
False,0,0,47,two-year,premium,yes,71.68
False,0,1,49,one-year,plus,no,49.14
False,0,1,20,one-year,plus,yes,62.13
False,1,0,43,month-to-month,basic,yes,60.49
False,1,1,29,month-to-month,plus,yes,100.66
False,1,0,10,two-year,plus,no,71.25
False,0,1,17,two-year,basic,yes,97.79
False,0,3,42,month-to-month,premium,yes,51.28
False,1,2,9,month-to-month,basic,yes,63.78
False,1,4,12,month-to-month,basic,yes,67.16
False,1,0,4,two-year,basic,yes,107.45
False,0,3,51,month-to-month,plus,no,70.19
False,0,0,22,one-year,basic,yes,81.72
True,1,1,8,month-to-month,basic,yes,79.31
False,0,1,3,one-year,plus,no,78.17
False,0,2,21,month-to-month,plus,yes,90.13
False,1,1,21,one-year,premium,yes,42.01
False,0,3,28,one-year,premium,yes,118.29
False,1,0,61,one-year,basic,no,72.1
False,0,0,56,month-to-month,plus,no,58.03
False,1,1,27,one-year,premium,yes,78.94
False,0,3,15,month-to-month,basic,no,89.49
False,0,3,42,month-to-month,plus,yes,61.35
False,0,2,59,two-year,premium,no,61.01
False,2,0,12,two-year,plus,no,48.37
False,0,1,18,month-to-month,premium,yes,45.11
False,1,0,41,month-to-month,basic,yes,76.49
False,0,1,24,month-to-month,plus,no,59.56
False,0,0,8,one-year,basic,yes,50.38
False,1,2,42,two-year,plus,yes,59.99
False,0,0,46,one-year,plus,yes,57.72
False,1,1,39,month-to-month,premium,no,45.64
False,0,1,50,one-year,basic,no,43.32
False,0,2,21,one-year,basic,no,39.01
False,0,0,27,one-year,premium,yes,66.58
False,0,2,70,month-to-month,plus,yes,59.54
False,0,1,72,two-year,plus,yes,89.22
False,4,2,72,two-year,basic,yes,78.38
False,1,1,38,month-to-month,plus,yes,81.8
False,0,0,29,month-to-month,plus,yes,51.35
False,0,1,27,month-to-month,plus,yes,46.55
False,2,0,59,month-to-month,plus,no,66.0
False,0,4,48,month-to-month,plus,yes,45.88
False,0,0,45,month-to-month,basic,no,95.86
False,0,0,54,two-year,plus,yes,60.33
False,0,2,48,month-to-month,plus,no,52.87
False,1,2,28,month-to-month,plus,yes,79.07
False,0,2,30,month-to-month,plus,no,78.51
True,0,1,9,month-to-month,plus,no,52.71
False,2,1,51,one-year,basic,no,74.74
False,1,0,15,month-to-month,plus,yes,86.22
False,0,0,21,two-year,plus,no,52.41
False,0,0,39,month-to-month,basic,yes,62.0
False,2,1,39,one-year,basic,no,78.45
False,1,1,25,month-to-month,basic,no,89.93
False,0,2,12,month-to-month,basic,yes,81.55
True,0,2,26,one-year,plus,yes,113.51
False,0,1,34,month-to-month,premium,yes,72.22
False,0,1,18,month-to-month,premium,yes,65.47
False,1,0,47,month-to-month,plus,no,65.95
False,0,2,19,two-year,basic,no,46.3
False,1,1,30,two-year,basic,no,77.94
False,2,2,34,one-year,premium,no,51.83
False,2,0,68,month-to-month,basic,yes,73.98
False,0,2,37,month-to-month,plus,no,78.09
False,0,0,17,month-to-month,plus,yes,48.83
False,0,2,19,one-year,basic,yes,64.96
